#PTM ID	Entrez Gene ID	BioGRID ID	Systematic Name	Official Symbol	Synonymns	Relationship	Identity	Author	Pubmed ID	Organism ID	Organism Name	Source Database
708883	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708884	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708885	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708886	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708887	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708888	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708889	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708890	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708891	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708892	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708893	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708894	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708895	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708896	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708897	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708898	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708899	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708900	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708901	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708902	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708903	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708904	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708905	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708906	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708907	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708908	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708909	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708910	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708911	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708912	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708913	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708914	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708915	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708916	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708917	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708918	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708919	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708920	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708921	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708922	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708923	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708924	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708925	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708926	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708927	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708928	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708929	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708930	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708931	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708932	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708933	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708934	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708935	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708936	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708937	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708938	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708939	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708940	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708941	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708942	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708943	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708944	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708945	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708946	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708947	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708948	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708949	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708950	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708951	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708952	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708953	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708954	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708955	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708956	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708957	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708958	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708959	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708960	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708961	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708962	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708963	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708964	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708965	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708966	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708967	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708968	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708969	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708970	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708971	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708972	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708973	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708974	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708975	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708976	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708977	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708978	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708979	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708980	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708981	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708982	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708983	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708984	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708985	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708986	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708987	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708988	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708989	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708990	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708991	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708992	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708993	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708994	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708995	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708996	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708997	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708998	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
708999	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709000	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709001	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709002	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709003	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709004	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709005	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709006	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709007	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709008	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709009	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709010	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709011	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709012	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709013	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709014	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709015	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709016	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709017	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709018	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709019	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709020	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709021	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709022	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709023	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709024	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709025	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709026	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709027	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709028	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709029	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709030	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709031	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709032	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709033	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709034	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709035	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709036	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709037	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709038	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709039	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709040	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709041	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709042	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709043	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709044	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709045	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709046	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709047	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709048	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709049	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709050	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709051	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709052	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709053	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709054	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709055	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709056	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709057	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709058	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709059	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709060	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709061	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709062	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709063	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709064	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709065	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709066	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709067	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709068	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709069	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709070	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709071	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709072	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709073	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709074	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709075	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709076	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709077	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709078	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709079	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709080	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709081	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709082	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709083	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709084	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709085	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709086	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709087	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709088	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709089	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709090	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709091	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709092	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709093	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709094	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709095	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709096	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709097	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709098	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709099	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709100	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709101	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709102	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709103	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709104	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709105	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709106	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709107	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709108	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709109	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
709110	7316	113164	-	UBC	HMG20	-	PTM	Emanuele MJ (2011)	21963094	9606	Homo sapiens	BIOGRID
